konjugation,tempus,modus,diathese,person,numerus,endung
omega,praesens,indikativ,aktiv,1,sg,ω
omega,praesens,indikativ,aktiv,2,sg,εις
omega,praesens,indikativ,aktiv,3,sg,ει
omega,praesens,indikativ,aktiv,1,pl,ομεν
omega,praesens,indikativ,aktiv,2,pl,ετε
omega,praesens,indikativ,aktiv,3,pl,ουσι(ν)
omega,praesens,imperativ,aktiv,2,sg,ε
omega,praesens,imperativ,aktiv,3,sg,έτω
omega,praesens,imperativ,aktiv,2,pl,ετε
omega,praesens,imperativ,aktiv,3,pl,όντων
